gift_no,donor_id,amount,gift_date,pledge_no
5597,830,2083.33,2023-04-15,517
5598,287,1041.67,2023-04-16,467
5599,95,333.33,2023-04-17,520
5600,546,416.67,2023-04-17,523
5601,804,2083.33,2023-04-23,474
5602,518,1041.67,2023-04-24,508
5603,267,541.67,2023-04-27,521
5604,728,833.33,2023-04-27,497
5605,53,1458.33,2023-04-28,524
5606,178,1041.67,2023-04-28,471
5607,132,2083.33,2023-05-02,456
5608,398,2777.78,2023-05-03,519
5609,23,2777.78,2023-05-04,449
5610,32,2083.33,2023-05-05,518
5611,642,833.33,2023-05-05,463
5612,845,375,2023-05-08,510
5613,588,1041.67,2023-05-13,511
5614,485,500,2023-05-15,516
5615,830,2083.33,2023-05-15,517
5616,287,1041.67,2023-05-16,467
5617,95,333.33,2023-05-17,520
5618,546,416.67,2023-05-17,523
5619,804,2083.33,2023-05-23,474
5620,518,1041.67,2023-05-24,508
5621,267,541.67,2023-05-27,521
5622,728,833.33,2023-05-27,497
5623,53,1458.33,2023-05-28,524
5624,178,1041.67,2023-05-28,471
5625,132,2083.33,2023-06-02,456
5626,398,2777.78,2023-06-03,519
5627,23,2777.78,2023-06-04,449
5628,32,2083.33,2023-06-05,518
5629,845,375,2023-06-08,510
5630,588,1041.67,2023-06-13,511
5631,485,500,2023-06-15,516
5632,830,2083.33,2023-06-15,517
5633,287,1041.67,2023-06-16,467
5634,95,333.33,2023-06-17,520
5635,546,416.67,2023-06-17,523
5636,804,2083.33,2023-06-23,474
5637,518,1041.67,2023-06-24,508
5638,267,541.67,2023-06-27,521
5639,728,833.33,2023-06-27,497
5640,53,1458.33,2023-06-28,524
5641,178,1041.67,2023-06-28,471
5642,132,2083.33,2023-07-02,456
5643,398,2777.78,2023-07-03,519
5644,23,2777.78,2023-07-04,449
5645,32,2083.33,2023-07-05,518
5646,485,500,2023-07-15,516
5647,830,2083.33,2023-07-15,517
5648,95,333.33,2023-07-17,520
5649,546,416.67,2023-07-17,523
5650,804,2083.33,2023-07-23,474
5651,518,1041.67,2023-07-24,508
5652,267,541.67,2023-07-27,521
5653,728,833.33,2023-07-27,497
5654,53,1458.33,2023-07-28,524
5655,178,1041.67,2023-07-28,471
5656,132,2083.33,2023-08-02,456
5657,398,2777.78,2023-08-03,519
5658,23,2777.78,2023-08-04,449
5659,32,2083.33,2023-08-05,518
5660,485,500,2023-08-15,516
5661,830,2083.33,2023-08-15,517
5662,95,333.33,2023-08-17,520
5663,546,416.67,2023-08-17,523
5664,804,2083.33,2023-08-23,474
5665,518,1041.67,2023-08-24,508
5666,267,541.67,2023-08-27,521
5667,728,833.33,2023-08-27,497
5668,53,1458.33,2023-08-28,524
5669,132,2083.33,2023-09-02,456
5670,398,2777.78,2023-09-03,519
5671,23,2777.78,2023-09-04,449
5672,32,2083.33,2023-09-05,518
5673,830,2083.33,2023-09-15,517
5674,95,333.33,2023-09-17,520
5675,546,416.67,2023-09-17,523
5676,804,2083.33,2023-09-23,474
5677,518,1041.67,2023-09-24,508
5678,267,541.67,2023-09-27,521
5679,728,833.33,2023-09-27,497
5680,53,1458.33,2023-09-28,524
5681,132,2083.33,2023-10-02,456
5682,398,2777.78,2023-10-03,519
5683,23,2777.78,2023-10-04,449
5684,32,2083.33,2023-10-05,518
5685,830,2083.33,2023-10-15,517
5686,95,333.33,2023-10-17,520
5687,546,416.67,2023-10-17,523
5688,804,2083.33,2023-10-23,474
5689,518,1041.67,2023-10-24,508
5690,267,541.67,2023-10-27,521
5691,728,833.33,2023-10-27,497
5692,53,1458.33,2023-10-28,524
5693,132,2083.33,2023-11-02,456
5694,398,2777.78,2023-11-03,519
5695,23,2777.78,2023-11-04,449
5696,32,2083.33,2023-11-05,518
5697,830,2083.33,2023-11-15,517
5698,546,416.67,2023-11-17,523
5699,804,2083.33,2023-11-23,474
5700,518,1041.67,2023-11-24,508
5701,728,833.33,2023-11-27,497
5702,53,1458.33,2023-11-28,524
5703,132,2083.33,2023-12-02,456
5704,398,2777.78,2023-12-03,519
5705,23,2777.78,2023-12-04,449
5706,32,2083.33,2023-12-05,518
5707,830,2083.33,2023-12-15,517
5708,804,2083.33,2023-12-23,474
5709,518,1041.67,2023-12-24,508
5710,728,833.33,2023-12-27,497
5711,132,2083.33,2024-01-02,456
5712,398,2777.78,2024-01-03,519
5713,32,2083.33,2024-01-05,518
5714,830,2083.33,2024-01-15,517
5715,804,2083.33,2024-01-23,474
5716,518,1041.67,2024-01-24,508
5717,728,833.33,2024-01-27,497
5718,132,2083.33,2024-02-02,456
5719,398,2777.78,2024-02-03,519
5720,32,2083.33,2024-02-05,518
5721,830,2083.33,2024-02-15,517
5722,804,2083.33,2024-02-23,474
5723,518,1041.67,2024-02-24,508
5724,132,2083.33,2024-03-02,456
5725,398,2777.78,2024-03-03,519
5726,32,2083.33,2024-03-05,518
5727,830,2083.33,2024-03-15,517
5728,804,2083.33,2024-03-23,474
5729,518,1041.67,2024-03-24,508
5730,398,2777.78,2024-04-03,519
5731,32,2083.33,2024-04-05,518
5732,830,2083.33,2024-04-15,517
5733,804,2083.33,2024-04-23,474
5734,518,1041.67,2024-04-24,508
5735,398,2777.78,2024-05-03,519
5736,32,2083.33,2024-05-05,518
5737,830,2083.33,2024-05-15,517
5738,804,2083.33,2024-05-23,474
5739,518,1041.67,2024-05-24,508
5740,398,2777.78,2024-06-03,519
5741,32,2083.33,2024-06-05,518
5742,830,2083.33,2024-06-15,517
5743,804,2083.33,2024-06-23,474
5744,398,2777.78,2024-07-03,519
5745,32,2083.33,2024-07-05,518
5746,830,2083.33,2024-07-15,517
5747,804,2083.33,2024-07-23,474
5748,398,2777.78,2024-08-03,519
5749,32,2083.33,2024-08-05,518
5750,830,2083.33,2024-08-15,517
5751,804,2083.33,2024-08-23,474
5752,398,2777.78,2024-09-03,519
5753,32,2083.33,2024-09-05,518
5754,398,2777.78,2024-10-03,519
5755,32,2083.33,2024-10-05,518
5756,398,2777.78,2024-11-03,519
5757,32,2083.33,2024-11-05,518
5758,398,2777.78,2024-12-03,519
5759,32,2083.33,2024-12-05,518
5760,398,2777.78,2025-01-03,519
5761,32,2083.33,2025-01-05,518
5762,398,2777.78,2025-02-03,519
5763,32,2083.33,2025-02-05,518
5764,398,2777.78,2025-03-03,519
5765,32,2083.33,2025-03-05,518
5766,398,2777.78,2025-04-03,519
5767,32,2083.33,2025-04-05,518
5768,398,2777.78,2025-05-03,519
5769,32,2083.33,2025-05-05,518
5770,398,2777.78,2025-06-03,519
5771,32,2083.33,2025-06-05,518
5772,398,2777.78,2025-07-03,519
5773,32,2083.33,2025-07-05,518
5774,398,2777.78,2025-08-03,519
5775,32,2083.33,2025-08-05,518
5776,398,2777.78,2025-09-03,519
5777,32,2083.33,2025-09-05,518
5778,398,2777.78,2025-10-03,519
